cta_protocol_id,cta_protocol_no,submission_no,status_code,status_en,status_fr,start_date,end_date,nol_date,protocol_title_en,protocol_title_fr,conditions,manufacturer,brand_name_en,brand_name_fr,adult_male,adult_female,pediatric,last_update
55934,WA42380,237397,1,ONGOING,En cours,20200630,,20200325,"A RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, MULTICENTER STUDY TO EVALUATE THE SAFETY AND EFFICACY OF TOCILIZUMAB IN PATIENTS WITH SEVERE COVID-19 PNEUMONIA",ÉTUDE MULTICENTRIQUE RANDOMISÉE À DOUBLE INSU CONTRÔLÉE PAR PLACEBO POUR ÉVALUER L¿INNOCUITÉ ET L¿EFFICACITÉ DU TOCILIZUMAB CHEZ LES PATIENTS ATTEINTS D¿UNE PNEUMONIE GRAVE LIÉE À LA COVID-19,"{""CORONAVIRUS DISEASE (COVID-19)""}",HOFFMANN LA ROCHE LIMITED,ACTEMRA,ACTEMRA,true,true,,20200703 08:24:37 GMT
56627,MP-31-2021-3741,239705,3,PENDING,En suspens,,,20200605,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C ¿ COVID (LOVIT-COVID),DIMINUTION DU DYSFONCTIONNEMENT D¿ORGANES AVEC LA VITAMINE C - COVID (LOVIT-COVID),"{""CORONAVIRUS DISEASE (COVID-19)"",SEPSIS}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C,,true,true,,20200703 08:24:37 GMT
56809,MUHC_CAMOSTAT MESILATE,240313,3,PENDING,En suspens,,,20200702,THE IMPACT OF CAMOSTAT MESILATE ON COVID-19 INFECTION: A RANDOMIZED CONTROLLED PHASE II CLINICAL TRIAL,L'INCIDENCE DE CAMOSTAT MESILATE SUR COVID-19 INFECTION : UN ESSAI CLINIQUE DE PHASE II CONTRÔLÉ RANDOMISÉ,"{""CORONAVIRUS DISEASE (COVID-19)""}",MCGILL UNIVERSITY HEALTH CENTRE,CAMOSTAT,,true,true,,20200703 08:24:37 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""CORONAVIRUS DISEASE (COVID-19)"",""UPPER RESPIRATORY TRACT INFECTION"",""LOWER RESPIRATORY TRACT INFECTION""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200706 08:26:02 GMT
56008,X17-0199,237719,1,ONGOING,En cours,20200410,,20200401,"RANDOMIZED, EMBEDDED, MULTIFACTORIAL ADAPTIVE PLATFORM TRIAL FOR COMMUNITY-ACQUIRED PNEUMONIA (REMAP-CAP)","ESSAI D'UNE PLATEFORME ADAPTATIVE MULTIFACTORIELLE, INTÉGRÉE ET ALÉATOIRE POUR LA PNEUMONIE NON NOSOCOMIALE (PAMIA PNN)","{""COMMUNITY-ACQUIRED PNEUMONIA"",""CORONAVIRUS DISEASE (COVID-19)""}",UNITY HEALTH TORONTO,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / APHERESIS FROZEN PLASMA FROM RECOVERED COVID-19 PATIENTS (CONVALESCENT PLASMA) / KINERET,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / PLASMA APHÉRÈSE CONGELÉ PRÉLEVÉ CHEZ LES PATIENTS QUI S'ÉTAIENT RÉTABLIS DE LA COVID-19 (PLASMA EN PHASE DE CONVALESCENCE) / KINERET,true,true,,20200706 08:26:02 GMT
50213,MP-31-2019-2945,219212,1,ONGOING,En cours,20190429,,20180905,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C (LOVIT).,DIMINUTION DU DYSFONCTIONNEMENT DES ORGANES À L'AIDE DE LA VITAMINE C (LOVIT).,"{SEPSIS,""CORONAVIRUS DISEASE (COVID-19)""}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C (ASCORBIC ACID),VITAMIN C (ASCORBIC ACID),true,true,,20200706 08:26:02 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""UPPER RESPIRATORY TRACT INFECTION"",""CORONAVIRUS DISEASE (COVID-19)"",""LOWER RESPIRATORY TRACT INFECTION""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200707 08:52:54 GMT
56627,MP-31-2021-3741,239705,3,PENDING,En suspens,,,20200605,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C ¿ COVID (LOVIT-COVID),DIMINUTION DU DYSFONCTIONNEMENT D¿ORGANES AVEC LA VITAMINE C - COVID (LOVIT-COVID),"{SEPSIS,""CORONAVIRUS DISEASE (COVID-19)""}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C,,true,true,,20200707 08:52:54 GMT
56823,D1690C00081,240352,3,PENDING,En suspens,,,20200704,"AN INTERNATIONAL, MULTICENTER, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, PHASE III STUDY EVALUATING THE EFFICACY AND SAFETY OF DAPAGLIFLOZIN IN RESPIRATORY FAILURE IN PATIENTS WITH COVID-19","UNE ÉTUDE INTERNATIONAL DE PHASE III, MULTICENTRIQUE, RANDOMISÉE, À DOUBLE INSU, CONTRÔLÉE PAR PLACEBO, POUR ÉVALUER L¿EFFICACITÉ ET L¿INNOCUITÉ DE DAPAGLIFLOZIN DANS L¿INSUFFISANCE RESPIRATOIRE CHEZ LES PATIENTS ATTEINTS DE COVID-19.","{""CORONAVIRUS DISEASE (COVID-19)""}",SAINT LUKE'S HOSPITAL OF KANSAS CITY,DAPAGLIFLOZIN,,true,true,,20200707 08:52:54 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""CORONAVIRUS DISEASE (COVID-19)"",""UPPER RESPIRATORY TRACT INFECTION"",""LOWER RESPIRATORY TRACT INFECTION""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200708 08:53:39 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""UPPER RESPIRATORY TRACT INFECTION"",""CORONAVIRUS DISEASE (COVID-19)"",""LOWER RESPIRATORY TRACT INFECTION""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200709 08:54:09 GMT
56008,X17-0199,237719,1,ONGOING,En cours,20200410,,20200401,"RANDOMIZED, EMBEDDED, MULTIFACTORIAL ADAPTIVE PLATFORM TRIAL FOR COMMUNITY-ACQUIRED PNEUMONIA (REMAP-CAP)","ESSAI D'UNE PLATEFORME ADAPTATIVE MULTIFACTORIELLE, INTÉGRÉE ET ALÉATOIRE POUR LA PNEUMONIE NON NOSOCOMIALE (PAMIA PNN)","{""CORONAVIRUS DISEASE (COVID-19)"",""COMMUNITY-ACQUIRED PNEUMONIA""}",UNITY HEALTH TORONTO,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / APHERESIS FROZEN PLASMA FROM RECOVERED COVID-19 PATIENTS (CONVALESCENT PLASMA) / KINERET,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / PLASMA APHÉRÈSE CONGELÉ PRÉLEVÉ CHEZ LES PATIENTS QUI S'ÉTAIENT RÉTABLIS DE LA COVID-19 (PLASMA EN PHASE DE CONVALESCENCE) / KINERET,true,true,,20200709 08:54:09 GMT
50213,MP-31-2019-2945,219212,1,ONGOING,En cours,20190429,,20180905,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C (LOVIT).,DIMINUTION DU DYSFONCTIONNEMENT DES ORGANES À L'AIDE DE LA VITAMINE C (LOVIT).,"{""CORONAVIRUS DISEASE (COVID-19)"",SEPSIS}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C (ASCORBIC ACID),VITAMIN C (ASCORBIC ACID),true,true,,20200709 08:54:09 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""LOWER RESPIRATORY TRACT INFECTION"",""UPPER RESPIRATORY TRACT INFECTION"",""CORONAVIRUS DISEASE (COVID-19)""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200710 08:54:42 GMT
56347,MP-37-2021-6659,238811,2,CLOSED,Fermé,,20200630,20200504,"A MULTI-CENTRE, RANDOMIZED, BLINDED, PLACEBO CONTROLLED CLINICAL TRIAL OF THE SAFETY AND EFFECTIVENESS OF HYDROXYCHLOROQUINE FOR THE TREATMENT OF COVID-19 IN HOSPITALIZED CHILDREN.","UNE ÉTUDE MULTICENTRIQUE, RANDOMISÉE, À L'INSU, CONTRÔLÉ PAR PLACEBO POUR ÉVALUER L¿INNOCUITÉ ET L¿EFFICACITÉ DE  L¿HYDROXYCHLOROQUINE POUR LE TRAITEMENT DE COVID-19 DANS LES ENFANTS HOSPITALISÉS","{""CORONAVIRUS DISEASE (COVID-19)""}",RESEARCH INSTITUTE OF THE MCGILL UNIVERSITY HEALTH CENTRE,HYDROXYCHLOROQUINE,,,,true,20200710 08:54:42 GMT
56627,MP-31-2021-3741,239705,3,PENDING,En suspens,,,20200605,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C ¿ COVID (LOVIT-COVID),DIMINUTION DU DYSFONCTIONNEMENT D¿ORGANES AVEC LA VITAMINE C - COVID (LOVIT-COVID),"{""CORONAVIRUS DISEASE (COVID-19)"",SEPSIS}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C,,true,true,,20200710 08:54:42 GMT
56008,X17-0199,237719,1,ONGOING,En cours,20200410,,20200401,"RANDOMIZED, EMBEDDED, MULTIFACTORIAL ADAPTIVE PLATFORM TRIAL FOR COMMUNITY-ACQUIRED PNEUMONIA (REMAP-CAP)","ESSAI D'UNE PLATEFORME ADAPTATIVE MULTIFACTORIELLE, INTÉGRÉE ET ALÉATOIRE POUR LA PNEUMONIE NON NOSOCOMIALE (PAMIA PNN)","{""COMMUNITY-ACQUIRED PNEUMONIA"",""CORONAVIRUS DISEASE (COVID-19)""}",UNITY HEALTH TORONTO,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / APHERESIS FROZEN PLASMA FROM RECOVERED COVID-19 PATIENTS (CONVALESCENT PLASMA) / KINERET,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / PLASMA APHÉRÈSE CONGELÉ PRÉLEVÉ CHEZ LES PATIENTS QUI S'ÉTAIENT RÉTABLIS DE LA COVID-19 (PLASMA EN PHASE DE CONVALESCENCE) / KINERET,true,true,,20200710 08:54:42 GMT
50213,MP-31-2019-2945,219212,1,ONGOING,En cours,20190429,,20180905,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C (LOVIT).,DIMINUTION DU DYSFONCTIONNEMENT DES ORGANES À L'AIDE DE LA VITAMINE C (LOVIT).,"{SEPSIS,""CORONAVIRUS DISEASE (COVID-19)""}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C (ASCORBIC ACID),VITAMIN C (ASCORBIC ACID),true,true,,20200710 08:54:42 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""UPPER RESPIRATORY TRACT INFECTION"",""LOWER RESPIRATORY TRACT INFECTION"",""CORONAVIRUS DISEASE (COVID-19)""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200713 08:56:07 GMT
56008,X17-0199,237719,1,ONGOING,En cours,20200410,,20200401,"RANDOMIZED, EMBEDDED, MULTIFACTORIAL ADAPTIVE PLATFORM TRIAL FOR COMMUNITY-ACQUIRED PNEUMONIA (REMAP-CAP)","ESSAI D'UNE PLATEFORME ADAPTATIVE MULTIFACTORIELLE, INTÉGRÉE ET ALÉATOIRE POUR LA PNEUMONIE NON NOSOCOMIALE (PAMIA PNN)","{""CORONAVIRUS DISEASE (COVID-19)"",""COMMUNITY-ACQUIRED PNEUMONIA""}",UNITY HEALTH TORONTO,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / APHERESIS FROZEN PLASMA FROM RECOVERED COVID-19 PATIENTS (CONVALESCENT PLASMA) / KINERET,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / PLASMA APHÉRÈSE CONGELÉ PRÉLEVÉ CHEZ LES PATIENTS QUI S'ÉTAIENT RÉTABLIS DE LA COVID-19 (PLASMA EN PHASE DE CONVALESCENCE) / KINERET,true,true,,20200713 08:56:07 GMT
56780,EB05-04-2020,239462,3,PENDING,En suspens,,,20200612,"A RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED STUDY TO EVALUATE THE SAFETY AND EFFICACY OF EB05 + SOC VS. PLACEBO + SOC IN ADULT HOSPITALIZED PATIENTS WITH MODERATE TO SEVERE COVID-19","UNE ÉTUDE RANDOMISÉE, À DOUBLE INSU ET CONTRÔLÉE PAR PLACEBO VISANT À ÉVALUER L'INNOCUITÉ ET L'EFFICACITÉ DE EB05 + SOINS STANDARD PAR RAPPORT AU PLACEBO + SOINS STANDARD CHEZ LES PATIENTS ADULTES HOSPITALISÉS AVEC COVID-19 DE MODÉRÉE À GRAVE","{""CORONAVIRUS DISEASE (COVID-19)""}",EDESA BIOTECH RESEARCH INCORPORATED,EB05,EB05,true,true,,20200713 08:56:07 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""CORONAVIRUS DISEASE (COVID-19)"",""LOWER RESPIRATORY TRACT INFECTION"",""UPPER RESPIRATORY TRACT INFECTION""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200714 08:56:45 GMT
56008,X17-0199,237719,1,ONGOING,En cours,20200410,,20200401,"RANDOMIZED, EMBEDDED, MULTIFACTORIAL ADAPTIVE PLATFORM TRIAL FOR COMMUNITY-ACQUIRED PNEUMONIA (REMAP-CAP)","ESSAI D'UNE PLATEFORME ADAPTATIVE MULTIFACTORIELLE, INTÉGRÉE ET ALÉATOIRE POUR LA PNEUMONIE NON NOSOCOMIALE (PAMIA PNN)","{""COMMUNITY-ACQUIRED PNEUMONIA"",""CORONAVIRUS DISEASE (COVID-19)""}",UNITY HEALTH TORONTO,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / APHERESIS FROZEN PLASMA FROM RECOVERED COVID-19 PATIENTS (CONVALESCENT PLASMA) / KINERET,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / PLASMA APHÉRÈSE CONGELÉ PRÉLEVÉ CHEZ LES PATIENTS QUI S'ÉTAIENT RÉTABLIS DE LA COVID-19 (PLASMA EN PHASE DE CONVALESCENCE) / KINERET,true,true,,20200714 08:56:45 GMT
50213,MP-31-2019-2945,219212,1,ONGOING,En cours,20190429,,20180905,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C (LOVIT).,DIMINUTION DU DYSFONCTIONNEMENT DES ORGANES À L'AIDE DE LA VITAMINE C (LOVIT).,"{""CORONAVIRUS DISEASE (COVID-19)"",SEPSIS}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C (ASCORBIC ACID),VITAMIN C (ASCORBIC ACID),true,true,,20200714 08:56:45 GMT
57064,NCT04405102,241148,3,PENDING,En suspens,,,20200713," A RANDOMIZED TRIAL ON EFFICACY AND SAFETY OF OZANIMOD FOR THE TREATMENT OF COVID-19 PATIENTS REQUIRING OXYGEN SUPPORT - A PILOT TRIAL (COZI)",ÉTUDE RANDOMISÉE ÉVALUANT L'EFFICACITÉ ET L'INNOCUITÉ DE L'OZANIMOD DANS LE TRAITEMENT DE LA COVID-19 CHEZ DES PATIENTS NÉCESSITANT UN SUPPORT EN OXYGÈNE - ÉTUDE PILOTE (COZI),"{""CORONAVIRUS DISEASE (COVID-19)""}",INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUEBEC,OZANIMOD,,true,true,,20200714 08:56:45 GMT
56279,CIRCA-19,238608,1,ONGOING,En cours,20200702,,20200515,CELLULAR IMMUNO-THERAPY FOR COVID-19 ARDS,L'IMMUNOTHÉRAPIE CELLULAIRE POUR TRAITER LE SYNDROME DE DÉTRESSE RESPIRATOIRE AIGUË (SDRA) ASSOCIÉ À LA COVID-19,"{""CORONAVIRUS DISEASE (COVID-19)""}",OTTAWA HOSPITAL RESEARCH INSTITUTE,ALLOGENIC BONE MARROW MESENCHYMAL STROMAL CELLS (BM-MSCS) / ALLOGENIC UMBILICAL CORD MESENCHYMAL STROMAL CELLS (UC-MSC),CELLULES MÉSENCHYMATEUSES STROMALES  DE LA MOELLE OSSEUSE ALLOGÉNIQUE / CELLULES MÉSENCHYMATEUSES STROMALES DU CORDON OMBILICAL ALLOGÉNIQUE,true,true,,20200714 08:56:45 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""LOWER RESPIRATORY TRACT INFECTION"",""CORONAVIRUS DISEASE (COVID-19)"",""UPPER RESPIRATORY TRACT INFECTION""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200715 08:39:21 GMT
56627,MP-31-2021-3741,239705,3,PENDING,En suspens,,,20200605,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C ¿ COVID (LOVIT-COVID),DIMINUTION DU DYSFONCTIONNEMENT D¿ORGANES AVEC LA VITAMINE C - COVID (LOVIT-COVID),"{""CORONAVIRUS DISEASE (COVID-19)"",SEPSIS}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C,,true,true,,20200715 08:39:21 GMT
50213,MP-31-2019-2945,219212,1,ONGOING,En cours,20190429,,20180905,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C (LOVIT).,DIMINUTION DU DYSFONCTIONNEMENT DES ORGANES À L'AIDE DE LA VITAMINE C (LOVIT).,"{SEPSIS,""CORONAVIRUS DISEASE (COVID-19)""}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C (ASCORBIC ACID),VITAMIN C (ASCORBIC ACID),true,true,,20200715 08:39:21 GMT
56627,MP-31-2021-3741,239705,3,PENDING,En suspens,,,20200605,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C ¿ COVID (LOVIT-COVID),DIMINUTION DU DYSFONCTIONNEMENT D¿ORGANES AVEC LA VITAMINE C - COVID (LOVIT-COVID),"{SEPSIS,""CORONAVIRUS DISEASE (COVID-19)""}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C,,true,true,,20200716 08:39:57 GMT
50213,MP-31-2019-2945,219212,1,ONGOING,En cours,20190429,,20180905,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C (LOVIT).,DIMINUTION DU DYSFONCTIONNEMENT DES ORGANES À L'AIDE DE LA VITAMINE C (LOVIT).,"{""CORONAVIRUS DISEASE (COVID-19)"",SEPSIS}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C (ASCORBIC ACID),VITAMIN C (ASCORBIC ACID),true,true,,20200716 08:39:57 GMT
56888,IC.8,240586,3,PENDING,En suspens,,,20200624,"COV-IMMUNO - A RANDOMIZED, PHASE III TRIAL OF IMMUNIZATION WITH IMM-101 VERSUS OBSERVATION FOR THE PREVENTION OF SEVERE RESPIRATORY AND COVID-19 RELATED INFECTIONS IN CANCER PATIENTS AT INCREASED RISK OF EXPOSURE",COV-IMMUNO - ESSAI DE PHASE III À RÉPARTITION ALÉATOIRE DE L'IMMUNISATION AVEC LE IMM-101 PAR COMPARAISON AVEC L'OBSERVATION POUR LA PRÉVENTION D'INFECTIONS GRAVES DES VOIES RESPIRATOIRES ET LIÉES À LA COVID-19 CHEZ DES PATIENTS AUX PRISES AVEC UN CANCER À RISQUE ACCRU D'EXPOSITION,"{CANCER,""CORONAVIRUS DISEASE (COVID-19)""}","CANADIAN CANCER TRIALS GROUP, CANCER RESEARCH INSTITUTE, QUEEN'S UNIVERSITY",IMM-101,IMM-101,,true,,20200716 08:39:57 GMT
56253,RAPID COVID COAG,238510,1,ONGOING,En cours,20200715,,20200424,COAGULOPATHY OF COVID-19: A PRAGMATIC RANDOMIZED CONTROLLED TRIAL OF THERAPEUTIC ANTICOAGULATION VERSUS STANDARD CARE AS A RAPID RESPONSE TO THE COVID-19 PANDEMIC (RAPID COVID COAG),COAGULOPATHIE DE LA COVID 19 : UN ESSAI CONTRÔLÉ ET RANDOMISÉ PRAGMATIQUE DE L¿ANTICOAGULOTHÉRAPIE THÉRAPEUTIQUE PAR RAPPORT AUX SOINS STANDARD COMME RÉPONSE RAPIDE À LA PANDÉMIE DE LA COVID 19 (COAG RAPIDE DE LA COVID).,"{""CORONAVIRUS DISEASE (COVID-19)""}",UNITY HEALTH TORONTO,FONDAPARINUX / INNOHEP / FRAGMIN / LOVENOX / LOVENOX HP / HEPARIN SODIUM INJECTION / HEPARIN SODIUM AND 0.9% SODIUM CHLORIDE INJECTION / HEPARIN SODIUM IN 5% DEXTROSE INJECTION,FONDAPARINUX / INNOHEP / FRAGMIN / LOVENOX / LOVENOX HP / HEPARIN SODIUM INJECTION / HEPARIN SODIUM AND 0.9% SODIUM CHLORIDE INJECTION / HEPARIN SODIUM IN 5% DEXTROSE INJECTION,true,true,,20200716 08:39:57 GMT
56627,MP-31-2021-3741,239705,3,PENDING,En suspens,,,20200605,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C ¿ COVID (LOVIT-COVID),DIMINUTION DU DYSFONCTIONNEMENT D¿ORGANES AVEC LA VITAMINE C - COVID (LOVIT-COVID),"{""CORONAVIRUS DISEASE (COVID-19)"",SEPSIS}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C,,true,true,,20200717 08:40:32 GMT
50213,MP-31-2019-2945,219212,1,ONGOING,En cours,20190429,,20180905,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C (LOVIT).,DIMINUTION DU DYSFONCTIONNEMENT DES ORGANES À L'AIDE DE LA VITAMINE C (LOVIT).,"{SEPSIS,""CORONAVIRUS DISEASE (COVID-19)""}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C (ASCORBIC ACID),VITAMIN C (ASCORBIC ACID),true,true,,20200717 08:40:32 GMT
56888,IC.8,240586,3,PENDING,En suspens,,,20200624,"COV-IMMUNO - A RANDOMIZED, PHASE III TRIAL OF IMMUNIZATION WITH IMM-101 VERSUS OBSERVATION FOR THE PREVENTION OF SEVERE RESPIRATORY AND COVID-19 RELATED INFECTIONS IN CANCER PATIENTS AT INCREASED RISK OF EXPOSURE",COV-IMMUNO - ESSAI DE PHASE III À RÉPARTITION ALÉATOIRE DE L'IMMUNISATION AVEC LE IMM-101 PAR COMPARAISON AVEC L'OBSERVATION POUR LA PRÉVENTION D'INFECTIONS GRAVES DES VOIES RESPIRATOIRES ET LIÉES À LA COVID-19 CHEZ DES PATIENTS AUX PRISES AVEC UN CANCER À RISQUE ACCRU D'EXPOSITION,"{""CORONAVIRUS DISEASE (COVID-19)"",CANCER}","CANADIAN CANCER TRIALS GROUP, CANCER RESEARCH INSTITUTE, QUEEN'S UNIVERSITY",IMM-101,IMM-101,,true,,20200717 08:40:32 GMT
