ct_intervention_id,ct_intervention_raw,who_drug_substances,who_covid_trial_substances,ct_intervention_types,text_class
768,Plasma from a volunteer donor,"[""Plasma""]","""No matches""","[""Biological""]",
820,Placebo: Hydroxychloroquine,"[""Hydroxychloroquine""]","""No matches""","[""Drug""]",
1109,prone position,"""No matches""","""No matches""","[""Other""]",
1630,Intravenous drug,"""No matches""","""No matches""","[""Drug""]",
1161,Tranexamic acid,"[""Tranexamic acid""]","""No matches""","[""Drug""]",
1250,ChAdOx1 nCoV-19 + boost,"""No matches""","[""ChAdOx1 nCoV-19""]","[""Biological""]",
1715,AVM0703,"""No matches""","""No matches""","[""Drug""]",
1226,high-titer anti-Sars-CoV-2 plasma,"[""Plasma""]","""No matches""","[""Biological""]",
370,TCC-COVID mHealth solution,"""No matches""","""No matches""","[""Device""]",
1542,Local standard of care,"""No matches""","""No matches""","[""Other""]",
796,N95 respirator,"""No matches""","""No matches""","[""Device""]",
871,Linagliptin 5 MG,"[""Linagliptin""]","""No matches""","[""Drug""]",
746,Intraosseous access,"""No matches""","""No matches""","[""Device""]",
832,Standard therapy recommended by the Ministry of Health of the Russian Federation and Dalargin intramuscular injection combined with Dalargin inhalation,"[""Dalargin""]","""No matches""","[""Procedure""]",
1442,Favipiravir + Standard of Care,"[""Favipiravir""]","[""Favipiravir""]","[""Drug""]",
498,Single fraction whole lung radiotherapy,"[""Lung""]","""No matches""","[""Radiation""]",
1199,standard procedure,"""No matches""","""No matches""","[""Procedure""]",
633,ACT-20-CM,"""No matches""","""No matches""","[""Biological""]",
620,ACT-20-MSC,"""No matches""","""No matches""","[""Biological""]",
690,Rivaroxaban,"[""Rivaroxaban""]","""No matches""","[""Drug""]",
133,HB-adMSC,"""No matches""","""No matches""","[""Drug""]",
17389,Self-help booklet,"""No matches""","""No matches""","[""Behavioral""]",
168,Prophylactic/Intermediate Dose Enoxaparin,"[""Enoxaparin""]","""No matches""","[""Drug""]",
948,Partially HLA-matched Virus Specific T cells (VSTs),"""No matches""","""No matches""","[""Biological""]",
439,Prone positioning (PP),"""No matches""","""No matches""","[""Procedure""]",
1629,Allogenic pooled olfactory mucosa-derived mesenchymal stem cells,"""No matches""","""No matches""","[""Biological""]",
549,Lopinavir/ritonavir treatment,"[""Ritonavir"", ""Lopinavir""]","""No matches""","[""Drug""]",
1225,recombinant human interferon Alpha-1b,"[""Interferon""]","""No matches""","[""Drug""]",
5,Olokizumab 64 mg,"[""Olokizumab""]","""No matches""","[""Drug""]",
1301,Ivermectin 6 MG Oral Tablet (2 tablets),"[""Ivermectin""]","""No matches""","[""Drug""]",
901,SARILUMAB,"[""Sarilumab""]","""No matches""","[""Biological""]",
1402,HCQ & AZ,"""No matches""","""No matches""","[""Drug""]",
17955,Bromhexine Hydrochloride,"[""Bromhexine hydrochloride"", ""Bromhexine""]","""No matches""","[""Drug""]",
1043,Usual care positioning with no instructions,"""No matches""","""No matches""","[""Behavioral""]",
1242,intradermal injection of BCG Vaccine,"[""Bcg vaccine""]","""No matches""","[""Biological""]",
692,Calcium Channel Blockers,"[""Calcium""]","""No matches""","[""Drug""]",
176,Nasal Irrigation,"""No matches""","""No matches""","[""Other""]",
880,lung mechanics at different PEEP,"[""Lung""]","""No matches""","[""Other""]",
118,High Intensity Interval Training group,"""No matches""","""No matches""","[""Behavioral""]",
770,COVID-19 patients,"""No matches""","""No matches""","[""Other""]",
18197,Inhaled placebo,"""No matches""","""No matches""","[""Drug""]",
509,Lopinavir/ Ritonavir Oral Tablet,"[""Ritonavir"", ""Lopinavir""]","""No matches""","[""Drug""]",
489,Sulfonatoporphyrin(TPPS) plus Sunlight exposure.,"""No matches""","""No matches""","[""Drug""]",
1408,Lopinavir/ritonavir 400 mg/100 mg,"[""Ritonavir"", ""Lopinavir""]","""No matches""","[""Drug""]",
1167,COVID-19 convalescent hyperimmune plasma,"[""Plasma""]","""No matches""","[""Biological""]",
1733,Standard (specific) therapy for COVID-19,"""No matches""","""No matches""","[""Drug""]",
1735,Placebo Comparator,"""No matches""","""No matches""","[""Other""]",
1761,Plitidepsin 1.5 mg/day,"[""Plitidepsin""]","""No matches""","[""Drug""]",
18696,Tap water,"[""Water""]","""No matches""","[""Other""]",
264,Chloroquine or Hydroxychloroquine,"[""Chloroquine"", ""Hydroxychloroquine""]","""No matches""","[""Drug""]",
671,Progesterone 100 MG,"[""Progesterone""]","""No matches""","[""Drug""]",
1081,Organicell Flow,"""No matches""","""No matches""","[""Biological""]",
1084,Two doses of placebo at the routine vaccination schedule,"""No matches""","""No matches""","[""Biological""]",
207,New screening strategy,"""No matches""","""No matches""","[""Diagnostic Test""]",
753,Brief cognitive behavioural therapy,"""No matches""","""No matches""","[""Behavioral""]",
255,LB1148,"""No matches""","""No matches""","[""Drug""]",
1117,hyperimmune plasma,"[""Plasma""]","""No matches""","[""Other""]",
1126,Behavioral: OCAT-sham,"""No matches""","""No matches""","[""Behavioral""]",
39,ChAdox1 n-CoV vaccine low dose,"""No matches""","""No matches""","[""Biological""]",
573,Rintatolimod,"[""Rintatolimod""]","""No matches""","[""Drug""]",
1243,Lopinavir 200Mg/Ritonavir 50Mg FT Reference,"[""Ritonavir"", ""Lopinavir""]","""No matches""","[""Drug""]",
644,SMS-based support,"""No matches""","""No matches""","[""Behavioral""]",
18680,Unfractionated Heparin IV,"[""Heparin""]","""No matches""","[""Drug""]",
641,NK Cells,"""No matches""","""No matches""","[""Biological""]",
1558,blood donation SMS,"""No matches""","""No matches""","[""Behavioral""]",
89,Inhaled nitric oxide gas,"[""Nitric oxide""]","""No matches""","[""Drug""]",
17134,Argatroban,"[""Argatroban""]","""No matches""","[""Drug""]",
923,Isotonic saline 0.9%,"""No matches""","""No matches""","[""Drug""]",
315,NSS Saline Placebo,"""No matches""","""No matches""","[""Other""]",
1607,Bevacizumab Injection,"[""Bevacizumab""]","""No matches""","[""Drug""]",
1141,Placebo + Placebo,"""No matches""","""No matches""","[""Other""]",
574,Non-convalescent fresh frozen plasma (Standard plasma),"[""Plasma""]","""No matches""","[""Biological""]",
1771,Health warning leaflet,"""No matches""","""No matches""","[""Behavioral""]",
1264,Daily Coping Toolkit,"""No matches""","""No matches""","[""Behavioral""]",
660,Recombinant Bacterial ACE2 receptors -like enzyme of B38-CAP (rbACE2) plus Aerosolized 13 cis retinoic acid,"""No matches""","""No matches""","[""Combination Product""]",
1797,Candesartan,"[""Candesartan""]","""No matches""","[""Drug""]",
397,Electric pad for human external pain therapy,"""No matches""","""No matches""","[""Device""]",
402,Lopinavir and ritonavir,"[""Ritonavir"", ""Lopinavir""]","""No matches""","[""Drug""]",
710,Shock-dependent hydrocortisone,"[""Hydrocortisone""]","""No matches""","[""Drug""]",
721,Sarilumab 400 MG/2.28 ML Subcutaneous Solution {KEVZARA},"[""Sarilumab""]","""No matches""","[""Drug""]",
301,CAStem,"""No matches""","""No matches""","[""Biological""]",
1570,Prazosin,"[""Prazosin""]","""No matches""","[""Drug""]",
17546,Placebo (PBO),"""No matches""","""No matches""","[""Drug""]",
619,Yin Hu Qing Wen Granula(low does),"""No matches""","""No matches""","[""Drug""]",
1750,Ritonavir/lopinavir,"[""Ritonavir"", ""Lopinavir""]","""No matches""","[""Drug""]",
1764,100 mg/mL Virazole,"""No matches""","""No matches""","[""Drug""]",
1292,non-RAS blocking antihypertensives,"""No matches""","""No matches""","[""Drug""]",
716,Five-days oseltamivir,"[""Oseltamivir""]","""No matches""","[""Drug""]",
759,Emergency Ventilator Splitter,"""No matches""","""No matches""","[""Device""]",
839,Linagliptin,"[""Linagliptin""]","""No matches""","[""Drug""]",
249,Sudarshan Kriya Yoga (SKY),"""No matches""","""No matches""","[""Other""]",
1414,Intubation Box,"""No matches""","""No matches""","[""Device""]",
305,samling of oropharynx and nasopharynx,"""No matches""","""No matches""","[""Other""]",
330,Standard of care (SOC),"""No matches""","""No matches""","[""Other""]",
427,Hydroxychloroquine and azithromycin treatment arm.,"[""Hydroxychloroquine"", ""Azithromycin""]","""No matches""","[""Drug""]",
1621,Hydroxychloroquine Sulfate Tablets plus Lopinavir/ Ritonavir Oral Tablets,"[""Hydroxychloroquine sulfate"", ""Ritonavir"", ""Lopinavir"", ""Hydroxychloroquine""]","""No matches""","[""Drug""]",
1204,Pulmonary Physiotherapy Techniques,"""No matches""","""No matches""","[""Other""]",
38,Normobaric oxygen therapy,"[""Oxygen""]","""No matches""","[""Device""]",
1050,RoActemra iv,"""No matches""","""No matches""","[""Drug""]",
425,Non-Mindfulness intervention,"""No matches""","""No matches""","[""Behavioral""]",
181,Medical Mask,"""No matches""","""No matches""","[""Device""]",
860,Nigella sativa,"[""Nigella sativa""]","""No matches""","[""Dietary Supplement""]",
875,Hemodynamics changes at different PEEP,"""No matches""","""No matches""","[""Other""]",
793,Quercetin Prophylaxis,"[""Quercetin""]","""No matches""","[""Dietary Supplement""]",
940,Peginterferon lambda alfa-1a subcutaneous injection,"""No matches""","""No matches""","[""Drug""]",
1462,SARS-CoV-2 rS,"""No matches""","""No matches""","[""Biological""]",
1467,Sarilumab SAR153191,"[""Sarilumab""]","""No matches""","[""Drug""]",
331,Vazegepant (BHV-3500),"""No matches""","[""Vazegepant""]","[""Drug""]",
1026,Isotretinoin Only Product in Oral Dose Form,"[""Isotretinoin""]","""No matches""","[""Drug""]",
361,Apo-Hydroxychloroquine,"[""Hydroxychloroquine""]","""No matches""","[""Drug""]",
386,BM-MSCs,"""No matches""","""No matches""","[""Biological""]",
1595,Convalescent Serum,"""No matches""","""No matches""","[""Drug""]",
575,MSTT1041A,"""No matches""","""No matches""","[""Drug""]",
568,Mesenchymal Stromal Cells,"""No matches""","""No matches""","[""Genetic""]",
1293,Dexamethasone,"[""Dexamethasone""]","""No matches""","[""Drug""]",
1835,Biological test,"""No matches""","""No matches""","[""Biological""]",
334,Acetylsalicylic acid,"[""Acetylsalicylic acid""]","""No matches""","[""Drug""]",
18002,Blink and Masseter Inhibitory Reflex,"""No matches""","""No matches""","[""Procedure""]",
80,Moxifloxacin or Levofloxacin,"[""Levofloxacin"", ""Moxifloxacin""]","""No matches""","[""Drug""]",
833,Xiyanping injection,"""No matches""","""No matches""","[""Drug""]",
835,FilmArray Pneumonia,"""No matches""","""No matches""","[""Diagnostic Test""]",
219,methylprednisolone therapy,"[""Methylprednisolone""]","""No matches""","[""Drug""]",
899,Sterile Water for Injection,"[""Water"", ""Water for injection""]","""No matches""","[""Drug""]",
917,Health Enhancement Program,"""No matches""","""No matches""","[""Other""]",
941,Mid-dose chloroquine,"[""Chloroquine""]","""No matches""","[""Drug""]",
1455,Exercise brochure,"""No matches""","""No matches""","[""Other""]",
322,Prone Positioning (PP),"""No matches""","""No matches""","[""Procedure""]",
381,Oxytocin,"[""Oxytocin""]","""No matches""","[""Drug""]",
1663,Autologous Adipose MSC's,"""No matches""","""No matches""","[""Biological""]",
18492,200 mg EIDD-2801,"""No matches""","""No matches""","[""Drug""]",
548,MSTT1041A-matched Placebo,"""No matches""","""No matches""","[""Drug""]",
566,Aerosolized Isotretinoin plus Tamoxifen,"[""Tamoxifen"", ""Isotretinoin""]","""No matches""","[""Drug""]",
1729,Ambrisentan,"[""Ambrisentan""]","""No matches""","[""Drug""]",
1705,EDP1815,"""No matches""","""No matches""","[""Drug""]",
1231,NG Biotech,"""No matches""","""No matches""","[""Diagnostic Test""]",
603,Bromhexine Oral Tablet and/or hydroxychloroquine tablet,"[""Bromhexine"", ""Hydroxychloroquine""]","""No matches""","[""Drug""]",
18903,Viusid and Asbrip,"""No matches""","""No matches""","[""Dietary Supplement""]",
1571,Natural Honey,"[""Honey""]","""No matches""","[""Dietary Supplement""]",
112,Piperacillin-tazobactam,"[""Piperacillin"", ""Tazobactam""]","""No matches""","[""Drug""]",
715,Yoga group,"""No matches""","""No matches""","[""Behavioral""]",
149,Prone position,"""No matches""","""No matches""","[""Other""]",
17843,GLS-1200,"""No matches""","""No matches""","[""Drug""]",
907,0.9% Sodium-chloride,"[""Chloride"", ""Sodium"", ""Sodium chloride""]","""No matches""","[""Drug""]",
273,Duvelisib,"[""Duvelisib""]","""No matches""","[""Drug""]",
309,avdoralimab,"""No matches""","""No matches""","[""Biological""]",
1020,Collection of samples,"""No matches""","""No matches""","[""Other""]",
426,(Standard of Care) SoC,"""No matches""","""No matches""","[""Other""]",
479,BCG,"""No matches""","""No matches""","[""Biological""]",
490,Oxygen gas,"[""Oxygen""]","""No matches""","[""Drug""]",
1743,mouthrinse without bêta-cyclodextrin and citrox,"""No matches""","""No matches""","[""Device""]",
1049,vv-ECMO only (no cytokine adsorption),"""No matches""","""No matches""","[""Device""]",
760,SARS-CoV-2 viral composition,"""No matches""","""No matches""","[""Genetic""]",
823,Interferon-β 1a,"[""Interferon""]","""No matches""","[""Drug""]",
206,collection of biological samples,"""No matches""","""No matches""","[""Biological""]",
1461,Maximal effort test,"""No matches""","""No matches""","[""Other""]",
1011,Association of diltiazem and niclosamide,"[""Niclosamide"", ""Diltiazem""]","""No matches""","[""Drug""]",
1561,Non-contact MCE system,"""No matches""","""No matches""","[""Device""]",
1110,hormones,"""No matches""","""No matches""","[""Drug""]",
484,Behavioral: OCAT,"""No matches""","""No matches""","[""Behavioral""]",
6,Sodium Nitrite,"[""Sodium nitrite"", ""Sodium""]","""No matches""","[""Drug""]",
1236,Pathogen-specific aAPC,"""No matches""","""No matches""","[""Biological""]",
1812,Hyperbaric Oxygen Therapy,"[""Oxygen""]","""No matches""","[""Device""]",
74,Ivermectine,"""No matches""","""No matches""","[""Drug""]",
1014,Tirofiban Injection,"[""Tirofiban""]","""No matches""","[""Drug""]",
401,SLEDD with a L-MOD,"""No matches""","""No matches""","[""Device""]",
243,Low or upper respiratory tract sample,"""No matches""","""No matches""","[""Biological""]",
101,Vehicle Control,"""No matches""","""No matches""","[""Other""]",
165,Tradipitant,"[""Tradipitant""]","""No matches""","[""Drug""]",
945,Anti-coronavirus antibodies (immunoglobulins)obtained with DFPP from convalescent patients,"""No matches""","""No matches""","[""Biological""]",
384,Glucose tablets,"[""Glucose""]","""No matches""","[""Dietary Supplement""]",
1053,Control swab,"""No matches""","""No matches""","[""Device""]",
1076,"Two doses of low dosage inactivated SARS-CoV-2 vaccine at the schedule of day 0,28","""No matches""","[""SARS-CoV-2 Vaccine""]","[""Biological""]",
18109,placebo (hartmann plus albumine),"""No matches""","""No matches""","[""Other""]",
18138,rhDNase I,"""No matches""","""No matches""","[""Drug""]",
155,Hidroxicloroquina + Azitromicina o Lopinavir/ritonavir + Interferon β-1b + Hidroxicloroquina,"[""Interferon"", ""Ritonavir"", ""Lopinavir""]","""No matches""","[""Drug""]",
18640,Oral-B Mouth Sore mouthwash,"""No matches""","""No matches""","[""Drug""]",
1772,lopinavir/ritonavir group,"[""Ritonavir"", ""Lopinavir""]","""No matches""","[""Drug""]",
1009,Best supportive care only,"""No matches""","""No matches""","[""Drug""]",
1504,blood draw,"""No matches""","""No matches""","[""Other""]",
1045,The standard of care,"""No matches""","""No matches""","[""Drug""]",
1549,after-each-case room disinfection,"""No matches""","""No matches""","[""Other""]",
18063,Viral Specific T-cells (VSTs),"""No matches""","""No matches""","[""Biological""]",
727,Non-convalescent Plasma (control plasma),"[""Plasma""]","""No matches""","[""Biological""]",
169,NIO® (Intraosseous access),"""No matches""","""No matches""","[""Device""]",
807,Standard of Care (Intravenous access),"""No matches""","""No matches""","[""Device""]",
1401,Lenzilumab,"[""Lenzilumab""]","""No matches""","[""Biological""]",
987,Mindfulness training (MT) Connect,"""No matches""","""No matches""","[""Behavioral""]",
1613,PLACEBO,"""No matches""","""No matches""","[""Other""]",
504,BM-Allo.MSC,"""No matches""","""No matches""","[""Biological""]",
1640,Hydroxychloroquine in combination of Azithromycin,"[""Hydroxychloroquine"", ""Azithromycin""]","""No matches""","[""Drug""]",
18108,EEG,"""No matches""","""No matches""","[""Diagnostic Test""]",
17563,Convalescent Plasma of patients with COVID-19,"[""Plasma""]","""No matches""","[""Biological""]",
1201,thymosin alpha 1,"""No matches""","""No matches""","[""Drug""]",
1714,nasopharyngeal swab,"""No matches""","""No matches""","[""Biological""]",
630,GO2 PEEP MOUTHPIECE,"""No matches""","""No matches""","[""Device""]",
1774,50 mg/mL Virazole,"""No matches""","""No matches""","[""Drug""]",
359,1: discontinuation of RAS blocker therapy,"""No matches""","""No matches""","[""Drug""]",
1031,Individualised Ayurveda,"""No matches""","""No matches""","[""Other""]",
1578,lopinavir/ritonavir,"[""Ritonavir"", ""Lopinavir""]","""No matches""","[""Drug""]",
412,Hydroxychloroquine Pre-Exposure Prophylaxis,"[""Hydroxychloroquine""]","""No matches""","[""Drug""]",
172,V-SARS,"""No matches""","""No matches""","[""Biological""]",
252,Fluvoxamine,"[""Fluvoxamine""]","""No matches""","[""Drug""]",
714,Hydroxychloroquine + lopinavir/ritonavir,"[""Ritonavir"", ""Lopinavir"", ""Hydroxychloroquine""]","""No matches""","[""Drug""]",
722,Defibrotide 25 mg/kg 24 hours continuous infusion for 15 days,"[""Defibrotide""]","""No matches""","[""Drug""]",
762,Whole Genome Analysis,"""No matches""","""No matches""","[""Genetic""]",
17985,Unfractionated heparin,"[""Heparin""]","""No matches""","[""Drug""]",
138,Phone-call screening and management by a medical student/general practitioner tandem,"""No matches""","""No matches""","[""Behavioral""]",
817,thalidomide,"[""Thalidomide""]","""No matches""","[""Drug""]",
962,Hydoxychloroquine or Chloroquine,"[""Chloroquine""]","""No matches""","[""Drug""]",
799,Convalescent Plasma Transfusion,"[""Plasma""]","""No matches""","[""Drug""]",
1422,Digital Health Online Platform,"""No matches""","""No matches""","[""Behavioral""]",
1459,Standard Treatment,"""No matches""","""No matches""","[""Drug""]",
369,Biological Sample Collection,"""No matches""","""No matches""","[""Diagnostic Test""]",
265,Hydroxychloroquine + Azithromycin,"[""Hydroxychloroquine"", ""Azithromycin""]","""No matches""","[""Drug""]",
1626,Immunoglobulin of cured patients,"""No matches""","""No matches""","[""Drug""]",
1706,pathogen reduced SARS-CoV-2 convalescent plasma,"[""Plasma""]","""No matches""","[""Biological""]",
1206,Favipiravir and Hydroxychloroquine,"[""Favipiravir"", ""Hydroxychloroquine""]","[""Favipiravir""]","[""Combination Product""]",
541,Facial mask,"""No matches""","""No matches""","[""Device""]",
1171,UTTR1147A,"""No matches""","""No matches""","[""Drug""]",
601,Levamisole Pill + Budesonide+Formoterol inhaler,"[""Formoterol"", ""Levamisole"", ""Budesonide""]","""No matches""","[""Drug""]",
1240,Anxiety Reduction Training,"""No matches""","""No matches""","[""Behavioral""]",
655,lopinavir/ritonavir tablets or Arbidol or chloroquine phosphate,"[""Chloroquine"", ""Chloroquine phosphate"", ""Ritonavir"", ""Lopinavir""]","""No matches""","[""Drug""]",
1024,current IPAC-UHN PPE,"""No matches""","""No matches""","[""Device""]",
851,Otilimab,"[""Otilimab""]","""No matches""","[""Biological""]",
1361,Dexamethasone and Hydroxychloroquine,"[""Dexamethasone"", ""Hydroxychloroquine""]","""No matches""","[""Drug""]",
289,Ravulizumab,"[""Ravulizumab""]","""No matches""","[""Drug""]",
88,Intravenous access,"""No matches""","""No matches""","[""Device""]",
1358,Transfusion of SARS-CoV-2 Convalescent Plasma.,"[""Plasma""]","""No matches""","[""Drug""]",
1400,consultation,"""No matches""","""No matches""","[""Other""]",
1432,Azithromycin with amoxicillin/clavulanate,"[""Amoxicillin"", ""Azithromycin""]","""No matches""","[""Combination Product""]",
927,Intervention program,"""No matches""","""No matches""","[""Behavioral""]",
324,Zinc (Placebo),"[""Zinc""]","""No matches""","[""Drug""]",
1616,mesenchymal stem cells,"""No matches""","""No matches""","[""Procedure""]",
477,psycho-education video,"""No matches""","""No matches""","[""Other""]",
507,Cytokines dosage,"""No matches""","""No matches""","[""Diagnostic Test""]",
1232,Lopinavir/Ritonavir + hydoxychloroquine,"[""Ritonavir"", ""Lopinavir""]","""No matches""","[""Drug""]",
33,Intravenous saline injection (Placebo),"""No matches""","""No matches""","[""Other""]",
1763,Oxygen supply,"[""Oxygen""]","""No matches""","[""Device""]",
7,Colchicine Tablets,"[""Colchicine""]","""No matches""","[""Drug""]",
1573,SARS-Cov-2 infection,"""No matches""","""No matches""","[""Other""]",
87,Prednisone,"[""Prednisone""]","""No matches""","[""Drug""]",
17994,SMS message support,"""No matches""","""No matches""","[""Behavioral""]",
1328,Nitazoxanide Tablets,"[""Nitazoxanide""]","""No matches""","[""Drug""]",
1322,Low flow ECMO driving by CVVH machine,"""No matches""","""No matches""","[""Device""]",
838,Olfactory retraining,"""No matches""","""No matches""","[""Other""]",
845,Canakinumab Injection 600mg,"[""Canakinumab""]","""No matches""","[""Drug""]",
1388,Standar of care,"""No matches""","""No matches""","[""Other""]",
1403,favipiravir,"[""Favipiravir""]","[""Favipiravir""]","[""Drug""]",
815,Chloroquine analog (GNS651),"[""Chloroquine""]","""No matches""","[""Drug""]",
162,standard western medicine treatment,"""No matches""","""No matches""","[""Other""]",
1415,AT-527,"""No matches""","""No matches""","[""Drug""]",
268,Ophthalmologic exam,"""No matches""","""No matches""","[""Procedure""]",
277,IgIV,"""No matches""","""No matches""","[""Drug""]",
1427,Low-dose chloroquine,"[""Chloroquine""]","""No matches""","[""Drug""]",
937,High-dose chloroquine,"[""Chloroquine""]","""No matches""","[""Drug""]",
18139,Hyperbaric Chamber,"""No matches""","""No matches""","[""Device""]",
1637,Lung ultrasound,"[""Lung""]","""No matches""","[""Diagnostic Test""]",
1149,Blood sample and data record,"""No matches""","""No matches""","[""Other""]",
1555,XPro1595,"""No matches""","""No matches""","[""Drug""]",
18295,Sample Collection/Performance Evaluation (B),"""No matches""","""No matches""","[""Diagnostic Test""]",
1699,plasma therapy using convalescent plasma with antibody against SARS-CoV-2,"[""Plasma""]","""No matches""","[""Other""]",
452,Camostat Mesilate,"[""Camostat"", ""Camostat mesilate""]","""No matches""","[""Drug""]",
591,1: Usual practice,"""No matches""","""No matches""","[""Other""]",
29,Degarelix,"[""Degarelix""]","""No matches""","[""Drug""]",
1215,"Lenalidomide as a 5 mg capsule PO daily, days 1, 3, and 5.","[""Lenalidomide""]","""No matches""","[""Drug""]",
629,WFI 5% glucose,"[""Glucose""]","""No matches""","[""Other""]",
18681,Enoxaparin 40 Mg/0.4 mL Injectable Solution,"[""Enoxaparin""]","""No matches""","[""Drug""]",
1310,Fluoxetine,"[""Fluoxetine""]","""No matches""","[""Drug""]",
416,BCG Vaccine,"[""Bcg vaccine""]","""No matches""","[""Drug""]",
17986,Biological: mRNA-1273: 50 mcg,"""No matches""","[""mRNA 1273""]","[""Biological""]",
210,Continuation of ACEi/ARB,"""No matches""","""No matches""","[""Other""]",
1463,3D Telemedicine,"""No matches""","""No matches""","[""Other""]",
1364,Injection and infusion of LV-SMENP-DC vaccine and antigen-specific CTLs,"""No matches""","[""LV-SMENP-DC""]","[""Biological""]",
231,Ramipril 2.5 MG Oral Capsule,"[""Ramipril""]","""No matches""","[""Drug""]",
781,Placebo: Emtricitabine/tenofovir disoproxil Placebo,"[""Tenofovir"", ""Emtricitabine"", ""Tenofovir disoproxil""]","""No matches""","[""Drug""]",
1353,Spironolactone 100mg,"[""Spironolactone""]","""No matches""","[""Drug""]",
929,Hydroxychloroquine as post exposure prophylaxis,"[""Hydroxychloroquine""]","""No matches""","[""Drug""]",
943,Omeprazole 20mg,"[""Omeprazole""]","""No matches""","[""Drug""]",
299,Biological/Vaccine: Angiotensin peptide (1-7) derived plasma,"[""Plasma""]","""No matches""","[""Biological""]",
1000,2: No instruction regarding positioning,"""No matches""","""No matches""","[""Behavioral""]",
338,"ACE inhibitor, angiotensin receptor blocker","""No matches""","""No matches""","[""Drug""]",
1475,ECCO2R,"""No matches""","""No matches""","[""Device""]",
993,anti-SARS-CoV-2 convalescent plasma,"[""Plasma""]","""No matches""","[""Biological""]",
378,Matched Placebo,"""No matches""","""No matches""","[""Drug""]",
1535,Bromhexine Hydrochloride Tablets,"[""Bromhexine hydrochloride"", ""Bromhexine""]","""No matches""","[""Drug""]",
1760,MenACWY vaccine + boost,"""No matches""","""No matches""","[""Biological""]",
1108,NaCl 0.9%,"""No matches""","""No matches""","[""Other""]",
22,Low dose radiation therapy,"""No matches""","""No matches""","[""Radiation""]",
634,Patient Status Engine,"""No matches""","""No matches""","[""Device""]",
1805,T3 solution for injection,"""No matches""","""No matches""","[""Drug""]",
1509,Hydroxychloroquine Sulfate + Azithromycin,"[""Hydroxychloroquine sulfate"", ""Hydroxychloroquine"", ""Azithromycin""]","""No matches""","[""Combination Product""]",
524,Routine care for COVID-19 patients,"""No matches""","""No matches""","[""Other""]",
17888,"Garadacimab, Factor XIIa Antagonist Monoclonal Antibody","""No matches""","""No matches""","[""Biological""]",
173,Normal Saline Infusion + Maximal intensive care,"""No matches""","""No matches""","[""Drug""]",
1315,Standard therapy recommended by the Ministry of Health of the Russian Federation and Dalargin intramuscular injection,"[""Dalargin""]","""No matches""","[""Procedure""]",
1317,Angiotensin 1-7,"""No matches""","[""Angiotensin 1-7""]","[""Drug""]",
187,COVID-19 barrier box,"""No matches""","""No matches""","[""Device""]",
1373,SARS-CoV2 serum antibody testing,"""No matches""","""No matches""","[""Diagnostic Test""]",
1362,Zinc gluconate,"[""Zinc gluconate"", ""Zinc""]","""No matches""","[""Dietary Supplement""]",
1439,Others(No intervention),"""No matches""","""No matches""","[""Other""]",
271,Piperacillin/tazobactam,"[""Piperacillin"", ""Tazobactam""]","""No matches""","[""Drug""]",
950,Aspirin 75mg,"""No matches""","""No matches""","[""Drug""]",
989,Hydroxychloroquine plus standard preventive measures,"[""Hydroxychloroquine""]","""No matches""","[""Drug""]",
1485,ALLOGENEIC AND EXPANDED ADIPOSE TISSUE-DERIVED MESENCHYMAL STEM CELLS,"""No matches""","""No matches""","[""Drug""]",
350,Deferoxamine,"[""Deferoxamine""]","""No matches""","[""Drug""]",
1097,"Hydroxychloroquine, Clindamycin, Primaquine - low dose.","[""Clindamycin"", ""Primaquine"", ""Hydroxychloroquine""]","""No matches""","[""Drug""]",
18275,Pulse oximetry,"""No matches""","""No matches""","[""Diagnostic Test""]",
488,Standard treatment according to the Clinical protocols,"""No matches""","""No matches""","[""Other""]",
18308,The usual treatment,"""No matches""","""No matches""","[""Drug""]",
1246,AMY-101,"""No matches""","""No matches""","[""Drug""]",
662,Carrimycin,"""No matches""","[""Carrimycin""]","[""Drug""]",
681,Thromboprophylaxis,"""No matches""","""No matches""","[""Drug""]",
686,Heparin Infusion,"[""Heparin""]","""No matches""","[""Drug""]",
1272,Ergocalciferol,"[""Ergocalciferol""]","""No matches""","[""Dietary Supplement""]",
1036,N-acetylcysteine+Placebo,"[""Acetylcysteine""]","""No matches""","[""Drug""]",
363,Usual Care,"""No matches""","""No matches""","[""Drug""]",
18771,Phase 2,"""No matches""","""No matches""","[""Radiation""]",
409,ResCure™,"""No matches""","""No matches""","[""Biological""]",
389,CytoSorb-Therapy,"""No matches""","""No matches""","[""Device""]",
1344,Clevudine,"[""Clevudine""]","""No matches""","[""Drug""]",
17260,Enoxaparin sodium,"[""Sodium"", ""Enoxaparin sodium"", ""Enoxaparin""]","""No matches""","[""Drug""]",
194,Peer Resilience Champion,"""No matches""","""No matches""","[""Behavioral""]",
319,Matrix-M Adjuvant,"""No matches""","""No matches""","[""Other""]",
1524,Tele-interventions related to diabetes management and mental well-being,"""No matches""","""No matches""","[""Behavioral""]",
1075,Dietary Supplement containing resistant starch,"[""Starch""]","""No matches""","[""Drug""]",
1102,SARS-CoV-2 non-immune Plasma,"[""Plasma""]","""No matches""","[""Biological""]",
18267,Reference: Favipiravir 200 mg (Avigan),"[""Favipiravir""]","[""Favipiravir""]","[""Drug""]",
